Elevation,Aspect,Slope,Type
3163,345,8,1
3075,79,37,1
2605,330,9,2
3259,28,10,1
2897,13,4,2
3038,74,9,2
2893,53,10,1
3229,25,15,1
2874,90,30,2
3344,112,13,2
2920,167,11,2
2839,236,32,2
3024,346,9,1
2989,239,21,2
3113,330,8,1
2554,38,16,2
2975,225,1,2
2813,50,8,2
3172,77,13,2
3370,125,8,1
2948,140,7,2
2938,60,13,2
3182,315,17,1
3169,288,4,2
2955,326,18,2
2949,11,11,1
2765,174,9,2
3095,35,37,1
3069,65,10,1
2779,155,7,2
3259,223,24,1
2661,306,13,2
3056,241,15,1
2985,34,5,2
3012,187,18,2
3104,63,16,2
3201,35,13,1
3172,85,10,1
3060,298,13,1
2979,20,5,1
3065,300,8,2
2964,355,15,2
2916,150,5,2
3036,0,7,2
3310,27,17,2
3333,8,7,1
3085,50,11,2
2930,197,14,2
3088,88,8,1
2857,48,13,2
2880,94,14,2
3246,193,9,1
3223,12,18,1
2807,12,8,2
2968,142,8,2
2947,273,24,2
3196,63,19,1
3387,292,12,1
3147,264,17,1
3132,50,7,1
2955,221,35,2
3123,352,13,1
3148,299,12,1
3179,60,13,1
2925,353,6,2
2569,36,4,2
2951,321,16,1
3498,25,19,1
3166,15,17,2
3098,160,8,2
3317,181,19,1
3128,21,6,2
2999,67,6,2
3286,346,4,1
3188,198,5,1
2809,0,25,2
2945,9,14,2
3091,74,8,1
2860,146,3,1
3113,175,12,1
2969,91,11,2
2904,266,8,2
2961,67,7,2
2972,297,3,1
2828,96,13,2
2935,335,17,2
3255,67,26,2
3031,204,6,2
2618,32,6,2
2990,31,11,2
3045,242,8,2
2656,103,12,2
3104,142,17,2
3188,168,24,2
3127,101,22,1
2939,330,13,2
2900,255,31,2
2703,0,5,2
3162,118,8,1
2883,0,15,2
3322,102,22,1
3064,86,18,1
3011,354,21,1
2847,170,25,2
3077,225,7,2
2933,123,7,2
2377,335,20,2
3307,274,9,1
2709,67,13,2
3123,11,17,1
3267,283,12,2
3124,349,10,1
2957,6,19,2
3265,123,27,1
3005,327,13,1
2892,123,17,1
3088,20,7,1
2984,344,11,2
2822,99,9,2
2826,212,20,2
3084,231,6,2
2818,351,22,2
2704,340,19,2
2948,96,14,2
3125,289,14,1
3086,225,6,2
3108,188,23,2
2962,15,11,2
3113,65,4,1
2658,172,28,2
2889,14,11,2
2962,339,6,1
2988,124,14,2
3188,289,18,1
2736,25,22,2
2883,57,10,2
3338,151,6,1
2853,310,4,2
3061,312,20,1
2980,245,13,2
2577,282,6,2
3357,39,16,1
3023,290,13,1
2652,74,32,2
3034,355,5,1
3121,37,5,1
2834,42,12,2
2945,120,5,2
2955,263,22,2
3138,261,9,1
3039,72,14,2
3155,31,13,2
2965,339,16,2
3246,333,9,1
2701,43,9,2
2951,109,19,2
3004,7,18,2
3075,39,10,1
2884,100,17,2
2990,300,19,1
2771,302,12,2
3094,171,7,2
3118,180,12,1
3284,301,7,1
2737,136,14,2
3236,0,10,1
2584,37,9,1
2983,112,23,1
2723,36,4,2
3142,353,11,2
2781,341,28,2
2552,93,9,2
3256,88,13,2
3100,355,12,1
3252,202,22,1
2950,244,19,2
3250,138,14,2
3010,30,16,2
2802,48,15,1
2932,69,23,2
2910,352,16,2
3250,97,17,2
3242,39,9,1
2757,186,4,2
2877,31,8,2
2965,135,4,1
2830,357,12,1
3204,290,7,1
3029,338,23,1
3132,48,7,1
3129,191,2,2
3009,101,8,1
2926,23,12,1
3226,115,23,1
2899,22,10,2
3269,99,10,2
3242,61,13,1
3170,140,12,1
3028,295,23,2
3206,81,6,1
2861,53,7,2
3026,187,13,2
2916,243,7,2
2765,331,32,2
3103,20,8,1
2751,95,12,2
2546,309,17,2
3329,37,14,1
3020,0,0,2
3041,129,16,2
3023,32,15,1
3208,9,12,1
3112,321,12,1
3301,357,8,1
2824,352,13,2
3125,354,10,2
3240,328,14,1
3241,90,1,1
3050,225,13,1
2876,126,21,2
3007,124,7,1
3223,284,10,2
3178,307,20,1
3005,60,14,2
3078,196,8,1
2946,102,16,2
3278,13,8,1
2884,13,20,2
3293,18,11,2
2865,136,16,2
3043,45,4,1
3237,32,10,1
3062,165,14,2
2917,173,10,2
3114,144,31,1
3135,14,10,2
3036,285,20,2
2916,123,13,2
2824,328,14,2
3047,34,5,1
3218,18,13,2
3202,112,17,1
2795,344,16,1
3181,338,8,1
2987,253,16,2
3274,86,3,1
2888,32,18,1
3154,329,23,1
3336,90,13,1
2880,274,10,2
3053,13,5,2
2838,124,9,2
3024,189,9,2
3297,74,17,1
2603,334,21,2
3131,76,4,1
3251,133,9,2
3238,191,23,1
2551,7,8,2
2956,302,7,1
3231,155,19,1
2919,69,25,2
3009,70,13,1
2768,157,20,2
2506,27,18,2
2986,143,20,2
2910,79,2,2
2965,67,8,1
3116,257,11,1
2864,51,3,1
2639,64,16,2
2881,325,16,1
3119,241,16,2
3279,263,12,2
3113,184,15,1
3296,33,11,1
3003,30,11,1
2998,93,20,2
2909,181,9,2
3123,331,12,1
2960,350,19,2
3168,292,3,1
3047,23,4,2
2987,352,7,1
2444,58,20,2
2715,147,15,2
3179,105,21,1
3103,31,6,2
3166,77,14,1
2742,95,18,2
2631,21,29,2
3077,24,9,2
2783,126,8,2
3169,30,15,1
2931,28,17,2
2881,358,7,2
2867,31,11,2
2800,76,9,2
2853,256,6,2
2820,22,28,1
3068,116,28,1
3114,34,7,1
3080,150,11,1
3232,14,9,1
2974,355,10,1
2898,14,9,1
2959,292,35,1
3073,29,15,2
2998,135,7,1
3026,313,12,1
2761,233,17,2
3205,2,28,1
3202,105,5,1
2733,265,30,2
2938,354,12,1
2959,74,21,1
2909,292,8,1
3015,0,14,2
2818,31,8,2
2988,131,20,2
2546,350,10,2
2582,3,15,2
2781,40,16,2
2662,38,8,2
3096,15,21,1
3127,167,8,2
3144,289,20,1
3193,308,15,1
2844,270,14,1
3011,28,5,2
3234,14,15,2
2689,27,13,2
2864,135,2,2
3114,158,7,1
2857,23,13,2
2959,263,33,1
3057,135,13,2
2844,35,8,1
3191,17,15,2
3324,73,32,1
2950,261,3,2
2564,52,34,2
2988,255,11,2
3037,126,21,2
2926,85,19,2
3114,51,15,2
2649,298,16,2
3295,109,24,1
2967,45,13,2
2725,60,5,2
2767,306,30,2
3343,269,10,1
3041,97,17,2
3207,298,22,2
3030,281,20,2
3104,8,19,1
2952,220,21,2
2926,126,21,2
2952,341,9,2
3145,48,15,1
3174,96,19,1
2950,232,36,2
3054,333,21,1
3342,117,14,1
3226,169,4,2
3408,162,10,1
2948,94,8,1
3061,113,22,1
2744,65,24,2
2984,143,5,1
2804,12,25,2
2915,105,8,2
3272,207,13,1
2929,266,15,1
2893,342,5,2
3275,309,17,2
3279,44,21,1
2971,107,6,2
2867,86,10,2
3102,53,15,1
3091,349,18,1
2948,49,9,2
2830,244,34,2
2952,317,8,2
2753,188,18,2
3219,195,11,1
2932,75,7,1
2621,62,19,2
2972,105,7,2
3133,199,9,1
3145,170,12,2
2672,9,24,2
3221,261,11,1
2955,281,17,2
3103,302,8,2
3031,330,17,2
2669,265,17,2
3170,73,9,1
2978,298,5,2
3140,27,2,1
2707,180,19,2
2929,90,26,2
3197,261,10,1
3091,3,20,1
2975,35,18,2
2889,315,4,2
3115,144,17,1
3107,348,22,1
3315,12,13,1
3048,314,17,1
3217,38,14,2
2998,29,6,2
2909,71,35,2
2968,309,15,2
3182,1,15,1
2922,45,8,2
3327,151,15,2
3060,22,9,1
3057,53,17,1
2842,82,27,2
2989,283,13,2
2901,225,2,2
2979,276,14,2
3106,106,11,1
2806,330,18,1
2996,159,12,2
2514,98,7,2
2859,163,15,2
2710,14,15,1
2755,45,4,2
2965,25,17,2
2718,135,9,2
2752,69,13,1
3037,111,15,2
3266,93,13,1
2996,199,11,2
3245,275,10,1
3387,306,17,1
3272,128,8,1
2976,38,8,2
2855,115,4,1
2791,84,25,2
3091,315,8,1
2948,65,20,2
2741,139,15,2
3054,309,28,1
3085,264,12,2
3352,286,4,1
3124,286,18,2
2846,323,26,2
3017,27,11,2
3165,184,9,1
2807,127,9,2
3406,290,20,1
2771,3,21,2
3316,307,7,1
2771,88,8,2
2967,85,3,1
2952,60,17,2
3290,304,5,1
3257,167,4,1
2932,78,15,2
3169,282,29,1
2966,63,5,1
3025,98,7,1
3251,22,13,1
2890,348,22,2
3166,271,17,2
3087,358,6,1
3066,51,20,2
2595,338,17,2
3193,270,3,2
2974,46,20,2
3240,226,13,1
3008,99,15,1
3054,23,16,1
3118,79,26,2
2896,333,13,2
3115,103,17,1
2694,339,3,2
3161,176,14,1
3275,158,8,1
2771,16,11,1
2748,127,5,2
2682,73,30,2
3251,297,15,1
2755,219,23,2
2939,131,16,2
3155,12,9,1
2949,0,9,1
3004,225,4,2
2996,27,16,2
3072,43,10,1
3176,143,5,1
3288,181,25,2
3329,287,27,1
3181,9,19,1
3168,97,8,2
3273,114,9,2
3107,294,11,2
2721,45,3,2
3057,55,10,1
2898,95,20,2
2787,8,16,2
2833,290,19,2
2972,255,28,2
2752,45,8,2
2880,342,20,2
3063,9,5,2
2945,39,17,1
3168,65,8,2
3202,58,4,1
3352,130,16,2
3002,15,9,1
2784,101,15,2
2977,236,18,2
3095,45,20,2
3184,24,11,1
3077,197,11,1
2973,76,9,2
3267,189,19,1
3114,90,10,1
3107,52,9,2
2826,141,12,2
2819,311,18,2
3246,290,13,2
2960,158,3,2
3021,182,8,2
2995,111,15,1
2953,106,4,2
3037,111,16,2
3146,53,19,1
3090,335,12,1
2922,235,11,2
2795,212,8,2
3317,179,11,1
2706,189,3,1
3141,99,3,1
3218,251,17,1
2818,205,12,2
2888,133,12,1
3047,15,7,1
3074,323,23,1
2706,51,12,2
2932,158,17,2
2768,66,18,2
3172,300,14,1
3041,183,16,1
3031,327,13,1
2878,39,9,2
3163,78,10,1
2882,315,4,2
2969,187,9,2
2955,79,15,2
3124,110,6,1
3104,331,13,2
3111,275,15,1
3373,347,8,1
3216,295,8,1
3014,84,29,2
2794,350,9,2
3405,288,15,1
3122,118,15,2
2932,83,11,1
2784,49,17,2
2960,76,4,2
2778,159,8,2
3134,331,24,1
3168,68,11,2
2944,175,3,2
3226,338,13,1
3225,82,7,1
3060,207,7,2
2704,193,33,2
3409,303,14,1
2947,104,10,2
3319,83,23,1
2782,196,4,1
3109,265,8,1
3001,311,9,2
3225,71,16,1
2910,130,4,1
3191,143,21,1
3272,83,8,1
2939,32,6,2
2480,193,29,2
2721,308,3,2
2883,353,32,1
3273,135,13,1
3114,23,6,1
3155,36,12,1
3249,261,10,1
3095,135,9,1
3041,252,14,1
3002,349,6,2
2822,52,5,2
2814,35,28,2
2678,32,9,2
2940,212,16,2
2945,126,13,2
3021,59,12,1
3230,341,11,1
3190,347,4,1
2608,6,7,2
3202,53,9,1
3062,329,6,1
3113,241,6,2
2869,351,12,1
3116,32,12,1
3026,272,23,2
2573,63,4,2
3158,167,9,1
3068,45,6,2
2581,302,26,2
2518,270,12,2
3176,307,7,1
2736,185,33,2
3173,31,16,1
3107,20,5,1
3304,352,7,1
3104,154,12,1
2735,22,14,2
2972,107,6,1
3274,56,20,1
2974,62,9,2
3137,313,28,1
2607,40,11,1
3181,291,21,1
2955,199,12,2
3101,79,8,1
2863,99,6,2
2811,74,8,2
2966,51,19,1
2961,67,12,2
3214,52,8,1
3310,340,12,1
3144,53,15,1
3136,41,10,2
3146,284,4,2
3391,135,9,1
3207,41,14,1
3024,206,8,2
3280,153,18,1
2907,320,12,1
3237,342,3,1
3077,184,3,2
2946,335,12,2
3129,60,8,1
2775,59,4,1
3240,6,4,2
3042,248,12,2
3205,53,9,1
3179,243,10,1
2985,344,10,2
3182,342,9,1
2945,349,6,2
3188,24,16,2
2691,184,11,2
2737,72,2,2
2810,131,9,2
2733,62,9,2
2535,355,11,2
3088,341,37,1
3025,90,18,1
2792,338,13,2
3157,99,11,1
3021,52,11,1
2676,32,9,2
3488,248,19,1
3058,29,6,2
2947,25,8,2
2619,59,16,2
2863,99,18,1
3201,204,18,2
3052,110,13,1
3131,270,5,2
3191,36,6,1
2930,18,10,2
2663,7,6,2
2911,8,13,2
3257,317,24,1
3155,322,17,1
3145,41,20,2
2755,313,24,1
2891,16,13,1
2728,59,10,1
3289,6,7,1
3257,77,12,1
3011,349,9,2
2967,5,16,1
2972,232,8,2
2901,213,22,2
3322,62,9,1
3261,279,19,1
3005,289,25,1
2824,323,5,2
2931,159,12,2
3049,111,7,2
2731,60,12,2
2972,47,8,2
2952,51,18,2
2805,90,26,2
3266,276,14,1
3128,298,12,1
2982,107,11,2
3074,11,5,2
2964,94,6,2
3122,323,5,2
2951,138,14,2
2733,39,9,2
3018,277,17,1
2981,285,5,2
2991,146,17,2
3290,73,11,1
2954,354,23,2
3192,238,11,2
2756,78,14,2
2893,297,7,1
3211,51,6,1
2928,275,9,2
3228,142,18,1
2795,25,27,2
2945,304,10,2
3021,34,23,2
3004,288,2,2
3006,185,17,2
2983,279,5,2
3047,13,9,2
3185,50,12,1
3187,270,11,1
3280,339,17,1
2716,23,16,2
3247,335,11,1
2938,67,13,2
2978,4,15,2
2962,97,12,2
3099,50,16,2
3150,225,11,2
3001,276,19,2
3173,67,14,2
3211,237,7,2
3089,47,11,1
3029,65,4,2
2866,122,9,2
3126,158,9,2
2669,138,13,2
2860,56,15,1
3134,69,6,1
3205,76,9,1
2925,337,12,2
3157,57,8,1
2946,81,6,1
2862,64,14,1
3112,111,19,1
3176,357,15,1
3397,76,12,1
3180,268,12,1
2724,180,25,2
3037,255,14,2
2841,325,20,2
2984,27,13,1
2990,69,9,1
2927,100,7,2
2964,16,4,1
3169,29,12,1
3165,15,7,2
3003,12,23,1
2858,46,17,2
3015,95,9,1
3028,122,11,2
3106,14,28,1
3109,270,2,2
2534,321,18,1
2908,340,13,2
3242,248,16,1
3240,104,10,1
2745,61,7,2
2795,333,14,2
2962,93,13,2
2853,305,23,2
3363,230,29,1
2878,153,7,2
3116,101,12,2
2960,337,15,2
3102,163,24,2
3239,270,10,1
2854,108,2,2
2716,57,22,2
3014,356,4,1
3051,277,15,1
2988,18,6,2
2837,111,14,2
3123,187,11,1
3130,86,4,1
2799,12,19,2
3167,333,8,1
3115,153,4,2
3268,0,0,1
3240,238,19,2
2745,20,11,2
2933,318,18,2
3193,0,2,1
2765,8,23,2
3000,245,7,2
2995,3,19,2
2959,348,17,2
2675,17,13,2
2968,135,1,1
2936,123,5,1
2605,73,16,2
3188,45,8,1
2997,246,16,1
2710,147,12,2
3195,113,4,1
3296,359,15,1
2802,195,14,2
2562,133,18,2
3273,96,21,2
3206,7,11,2
2550,286,27,2
3235,60,25,1
2955,135,11,1
3410,183,14,1
3137,177,9,2
3201,140,7,1
3201,45,13,2
3276,332,17,1
2903,113,15,2
2919,308,15,2
3102,344,3,1
2908,222,20,2
2930,114,3,2
3264,205,5,1
3229,238,4,2
2848,123,20,2
2702,135,12,2
3200,47,9,2
3367,308,21,1
3081,67,7,2
2901,75,17,2
3126,174,15,2
2795,110,10,2
3193,68,4,2
2622,37,10,2
3135,176,11,2
3296,148,25,1
3278,81,21,1
3100,336,6,2
3108,51,15,2
3126,348,14,1
2821,37,22,2
3391,342,4,1
2778,326,2,2
2740,4,16,2
3043,94,3,1
2982,257,13,2
3131,14,8,1
2653,133,8,2
2952,22,11,2
3134,27,15,2
2952,188,7,2
3070,270,11,1
2947,305,30,1
3075,132,16,1
3526,113,21,1
3296,26,13,1
3223,14,14,1
3139,275,14,2
3050,303,11,1
2865,195,15,2
2968,90,2,2
3214,49,19,1
3034,133,11,1
2709,326,17,2
3207,347,5,1
2661,78,14,2
3249,158,19,2
2854,82,11,2
3015,350,14,2
2930,56,23,2
3473,131,14,1
2932,98,5,2
3135,11,1,1
2991,305,10,2
3172,109,10,1
3031,199,10,1
3046,172,25,2
2964,80,25,1
3079,5,13,1
2613,3,5,2
3251,338,15,1
3284,87,16,1
2870,268,14,2
3082,21,13,1
3117,297,5,1
2910,254,15,2
2949,201,13,2
3036,349,11,1
2996,286,15,2
2945,28,21,1
2973,307,7,2
2853,75,10,2
2712,252,2,2
2581,16,20,2
2932,225,10,2
2451,279,26,2
2973,66,18,2
2993,77,11,2
2670,59,14,2
3039,255,3,2
2738,106,12,2
2968,90,2,1
2885,296,14,1
2772,218,22,2
3173,279,38,1
2986,323,23,2
3162,27,1,1
3173,297,6,2
3243,125,15,2
3109,332,15,2
2673,38,21,2
3211,277,19,2
2937,165,13,2
3262,243,10,1
3013,77,13,1
3233,104,10,1
3061,79,1,2
2860,183,13,2
2736,31,6,2
3109,287,5,2
3047,164,22,2
2646,42,7,2
2937,231,3,2
3242,269,13,1
3237,64,20,2
3004,333,6,2
3386,261,11,1
3016,297,4,2
2896,342,2,2
3066,9,9,2
3155,178,14,1
2995,19,9,2
2725,341,11,2
3015,301,6,2
3152,9,13,2
2687,227,23,2
3161,315,12,1
2942,256,6,2
2962,11,16,1
3330,325,10,1
2729,46,27,2
2808,99,6,2
3118,177,8,2
2818,35,11,2
2985,88,12,1
3086,111,15,1
3092,39,10,1
3172,315,4,2
3136,354,14,1
3203,297,11,1
3248,153,17,1
2665,163,10,2
3268,104,11,2
2972,279,16,2
2938,77,5,2
3121,301,6,2
3094,15,3,2
3213,192,7,1
2968,270,7,2
3003,119,2,2
3170,92,14,1
3015,65,12,2
3189,21,12,2
2717,126,13,2
2564,342,15,2
2607,82,14,2
3110,75,7,2
2735,356,9,2
2995,108,2,2
3073,13,16,2
3126,99,6,1
3214,36,12,1
3172,345,8,2
3190,58,12,2
3413,178,13,1
3282,251,11,1
2848,341,9,2
2790,252,31,2
3363,223,8,1
3254,186,24,1
3115,274,10,2
3235,130,14,2
3030,37,18,2
3046,76,14,2
3067,194,4,1
3067,141,22,2
3010,252,15,1
3067,153,4,2
3109,5,10,1
3503,95,20,1
3250,34,7,1
3019,55,14,2
3052,351,6,2
2972,342,12,1
2795,124,13,1
3031,85,3,1
3177,313,21,1
3154,225,11,2
3280,171,28,2
2952,36,10,2
3161,133,24,1
2955,33,11,2
3387,278,11,1
2637,23,10,2
2816,4,13,2
2872,4,23,2
3193,2,18,1
3139,340,7,1
2885,228,13,2
3166,95,13,1
3149,247,15,2
2889,99,5,2
2839,229,26,2
3212,107,13,1
3101,332,6,1
3023,117,2,2
2939,189,9,2
2922,306,12,2
3239,211,21,2
2932,210,8,2
2742,168,17,2
3423,252,12,1
2975,346,9,2
3172,333,11,1
2677,90,6,1
3017,225,8,2
3017,170,13,1
3249,334,15,1
3009,49,18,2
2925,154,19,2
3248,36,8,1
3250,83,12,1
3423,219,3,1
2934,199,22,2
2814,88,8,2
3196,259,4,2
3010,24,8,1
3033,161,11,2
2816,109,13,1
3357,131,10,1
2908,30,5,2
3090,83,12,1
2707,144,4,2
3290,86,18,1
3168,328,8,1
2878,184,13,2
3322,266,15,2
2663,142,15,2
2898,120,20,2
2760,36,7,2
3095,45,2,1
3145,182,21,2
2808,183,20,2
2926,352,22,1
2943,14,15,2
2832,95,22,2
3088,220,11,1
3225,186,15,2
3031,149,8,1
3027,23,5,2
2950,119,14,2
2615,66,21,2
2895,97,16,1
2908,160,14,2
2998,124,12,2
3300,221,9,1
2983,79,14,2
3057,37,7,1
3102,83,6,1
3069,322,3,1
3018,18,10,2
2999,182,29,2
3280,294,10,1
2976,95,20,1
3374,297,13,1
3230,328,12,1
2813,211,4,1
3004,270,28,2
2738,104,11,2
3153,114,9,1
3084,348,18,1
2937,99,20,2
2989,252,16,1
3197,219,30,1
2508,264,21,2
3187,140,17,1
3185,27,1,1
3348,333,8,1
2775,55,8,2
2988,242,9,2
3257,268,5,1
3327,22,11,1
3026,46,20,2
3191,331,15,1
3019,323,2,2
2973,54,24,1
3122,114,15,1
2971,31,24,1
2716,347,10,2
2831,359,11,2
3179,7,16,1
2991,110,16,2
3144,106,20,1
2932,31,10,2
3109,312,26,2
3269,123,23,2
3032,93,28,1
2709,359,28,2
3101,126,8,1
3062,62,7,1
3131,301,19,2
3361,323,18,1
2922,45,2,1
2949,78,16,1
2989,5,15,1
2717,210,37,2
3165,80,7,2
3060,127,14,2
2866,58,15,2
3279,170,24,1
2831,252,5,1
2721,13,23,2
3108,307,10,1
2862,49,20,1
3268,38,8,1
3257,277,14,1
2774,13,9,2
2532,334,8,2
3171,143,7,1
3199,21,27,1
3068,11,13,1
2991,166,10,1
3195,0,17,2
3131,240,8,2
3333,141,23,1
3251,257,17,1
2958,272,6,1
3189,129,18,2
3107,345,7,1
2827,48,11,2
2773,170,19,2
2603,84,11,2
3385,160,7,1
2984,251,29,2
3010,45,6,2
3149,98,10,1
3199,128,22,1
2950,39,18,1
2763,72,8,2
2992,99,28,2
2972,192,10,1
2888,304,19,2
2760,108,3,2
3297,243,19,1
2799,24,16,1
3143,1,24,1
3187,68,20,1
3137,8,14,1
3307,48,31,1
2898,174,5,2
2928,272,26,1
3113,40,12,1
3284,0,11,1
2898,96,20,2
3495,69,23,1
3388,32,9,1
3156,91,20,2
2964,84,19,2
3131,333,11,2
3204,29,14,1
3171,197,13,2
2773,87,13,2
2916,0,11,1
3197,42,6,1
2740,34,5,2
3045,322,8,1
2951,121,4,2
3034,68,3,2
2833,71,29,2
3339,298,19,1
3099,237,19,2
3003,321,7,1
3119,325,4,2
3324,273,20,1
3052,15,11,2
3041,246,15,2
2974,243,25,2
3026,342,15,1
2901,308,8,2
3014,84,7,1
3191,82,9,2
2871,139,13,2
3129,343,7,1
3037,45,5,2
3155,26,16,1
3047,53,15,2
3178,333,12,1
2964,277,9,2
2955,193,8,2
2976,29,11,2
3262,60,28,1
3277,146,5,1
3044,311,11,1
2729,56,3,2
2951,11,28,2
2803,319,17,2
3004,101,12,1
3101,351,10,1
3376,108,19,1
2925,98,25,2
2623,132,33,2
2761,65,25,2
2988,28,17,2
2952,52,19,2
2942,126,18,2
3270,54,9,1
3118,82,3,1
3132,356,12,1
3155,90,23,1
2662,16,13,1
3125,13,5,1
2756,49,13,2
2976,141,12,1
2933,70,16,2
2854,62,4,2
2598,91,11,2
2747,23,14,2
2883,158,26,2
2758,320,18,2
2978,106,11,2
3159,321,6,1
3141,272,6,1
2655,349,15,2
3148,41,14,2
3389,21,6,1
2517,168,6,2
3218,249,6,1
2827,83,27,2
3264,68,11,1
2881,59,15,2
3215,55,9,1
3208,306,13,1
2995,180,8,2
3105,296,7,1
3092,187,6,2
3034,156,16,1
2505,318,14,2
3038,9,6,2
2714,40,8,2
3323,45,19,2
2922,138,15,2
3056,324,11,1
3211,90,6,1
2702,132,18,2
2590,76,9,2
3013,164,12,1
3155,281,15,2
3272,14,7,1
2646,71,15,2
3007,343,25,1
2632,39,18,2
2929,359,13,2
3103,58,21,1
3091,292,13,1
3257,291,3,1
2490,329,18,2
2757,12,18,1
2725,34,9,2
2928,104,14,2
3023,36,7,1
3029,335,4,2
3161,333,9,1
3102,333,7,2
3010,291,6,1
3141,113,23,1
3220,55,13,1
2581,92,28,2
3095,51,15,1
2974,29,24,1
2966,10,16,1
3319,301,18,1
2564,24,8,2
2866,38,12,1
2566,130,12,2
3000,140,27,2
3298,331,31,1
2946,259,4,2
2874,75,8,2
2796,43,11,2
3151,285,12,2
2822,355,25,2
2954,307,12,2
3170,20,11,1
3027,236,14,2
3335,270,11,1
3173,134,17,2
2884,45,15,2
3374,193,17,1
3219,225,15,2
3095,72,8,1
2763,63,8,2
2907,282,18,1
3244,154,7,1
2678,25,15,2
2749,180,8,1
2972,347,4,1
3033,59,16,1
3231,126,10,1
3278,72,14,2
2895,350,9,2
2960,147,8,2
2923,351,10,2
3143,25,5,1
2849,23,15,2
2894,133,8,2
3313,215,22,1
3200,63,5,1
2664,161,15,2
3249,338,5,2
2865,291,14,1
2962,90,6,2
2597,321,3,2
3013,133,9,1
2934,46,14,1
3110,220,4,2
3092,136,16,2
2718,51,3,1
2871,101,32,1
3205,50,17,1
3271,359,9,1
3120,250,9,1
2867,87,15,2
2865,148,11,2
2814,42,15,1
3188,282,21,1
3389,298,30,1
3077,113,17,1
2989,8,12,1
3008,64,16,1
3180,164,12,2
3163,299,11,2
2987,191,15,2
3168,29,10,1
2858,5,23,2
3253,338,15,1
2853,104,11,1
3284,6,20,2
2711,31,11,1
3188,200,6,2
2455,286,22,2
2861,15,19,1
2705,240,24,2
2819,289,16,2
3044,10,12,2
2772,18,2,2
2663,117,4,2
3200,193,4,1
3073,166,10,2
2972,72,7,2
3246,197,9,1
2980,43,25,2
2954,106,14,2
3179,45,13,1
3031,3,13,2
2627,107,5,2
2934,39,21,1
2544,266,34,2
2530,223,10,2
3041,56,10,2
2995,32,10,2
3288,92,14,1
2733,345,17,2
2835,70,12,2
3162,0,8,1
2991,205,10,2
3126,16,8,1
2897,153,14,2
3060,207,11,2
2968,199,12,2
3008,311,42,1
2769,356,17,1
3018,57,11,2
3241,202,12,1
3219,96,7,1
3025,27,10,2
3232,97,11,2
2751,6,6,2
2776,303,22,2
2654,91,18,2
3172,315,13,1
2961,7,29,1
2644,338,19,2
2865,17,5,2
3260,31,4,1
3080,168,12,1
2953,277,21,2
2965,188,5,2
2913,211,11,2
2975,106,14,1
2708,9,8,2
3085,250,15,2
2991,350,22,2
3144,88,13,1
3394,279,24,1
2939,108,12,2
3145,209,24,2
3042,67,16,1
2864,305,11,1
2560,195,29,2
3201,195,11,1
2626,40,19,2
2896,222,11,2
2771,301,16,1
3247,88,11,1
2748,172,14,2
3229,303,16,2
3008,312,24,2
3182,28,11,2
2680,76,10,2
2844,354,9,2
3023,163,6,1
2780,110,22,2
2705,34,20,2
2973,235,34,2
2707,66,11,2
3292,352,2,1
3061,77,6,2
3351,52,18,1
2960,107,22,2
2949,29,5,2
2845,123,21,2
3146,328,15,1
2863,219,26,2
2911,103,17,2
3014,335,14,2
2940,248,10,2
3055,333,15,1
3242,130,16,2
2850,169,10,2
3289,188,18,1
3255,6,9,1
3446,270,28,1
3100,43,11,2
2704,319,18,2
2786,13,11,2
2914,86,13,2
2596,117,6,1
2909,282,29,2
2821,25,10,2
3011,102,7,2
3218,337,11,1
3020,67,4,2
2975,339,3,1
3050,337,35,1
3095,20,17,2
2788,315,15,2
2963,53,12,2
3207,134,28,1
3313,56,7,1
2485,107,5,2
3165,210,12,2
3084,256,16,2
3104,157,6,1
3221,82,3,1
3111,19,13,1
2990,211,12,2
3080,321,15,1
2962,49,18,1
2994,86,3,1
2848,215,23,2
2916,258,25,2
2740,146,7,2
2949,105,11,2
2537,26,13,2
2986,351,14,2
3150,75,11,1
3049,319,16,1
3069,48,7,1
2788,148,29,2
3130,225,3,1
2785,100,7,2
3292,225,8,1
3030,142,8,2
3233,106,20,2
3044,60,19,1
3117,0,7,2
2802,4,12,2
3037,148,23,2
2687,358,12,2
2957,256,2,2
3057,128,8,1
3215,307,12,2
3099,149,8,1
2774,342,3,2
3174,311,16,1
3101,128,16,1
3139,76,19,1
2613,75,15,2
3119,293,22,2
3044,69,19,2
3180,240,5,2
3227,45,4,1
3030,315,7,1
3125,204,6,1
3093,315,5,1
2599,346,16,2
3005,135,4,2
3099,36,4,1
3439,306,17,1
3055,111,6,1
3409,49,9,1
3041,310,29,1
3272,46,15,2
3088,321,22,2
3235,195,10,2
2939,205,13,2
3135,276,10,1
3540,107,16,1
2934,220,4,2
3011,193,13,2
2829,115,4,2
3144,237,13,2
2952,131,14,2
2851,316,15,2
2834,141,20,2
3236,152,25,1
3158,40,12,1
3210,20,13,1
3195,225,2,2
3095,66,16,1
2936,274,22,2
2946,44,16,2
3007,127,23,1
3211,274,9,1
2695,27,7,2
3018,126,15,2
3283,37,9,1
2819,8,9,2
2835,323,18,2
2906,139,9,2
3100,144,6,1
3139,283,13,1
2561,134,14,2
